Building IRN,Building Name,District IRN,District Name,County,Region,Open/Closed Status as of 9/12/2017,School Type,Student Group,Read 3rd Grade 2016-2017 % Proficient or above,Math 3rd Grade 2016-2017 % Proficient or above,Read 4th Grade 2016-2017 % Proficient or above,Math 4th Grade 2016-2017 % Proficient or above,Social Studies 4th Grade 2016-2017 % Proficient or above,Read 5th Grade 2016-2017 % Proficient or above,Math 5th Grade 2016-2017 % Proficient or above,Science 5th Grade 2016-2017 % Proficient or above,Read 6th Grade 2016-2017 % Proficient or above,Math 6th Grade 2016-2017 % Proficient or above,Social Studies 6th Grade 2016-2017 % Proficient or above,Read 7th Grade 2016-2017 % Proficient or above,Math 7th Grade 2016-2017 % Proficient or above,Read 8th Grade 2016-2017 % Proficient or above,Math 8th Grade 2016-2017 % Proficient or above,Science 8th Grade 2016-2017 % Proficient or above,History End of Course 2016-2017 % Proficient or Above,Government End of Course 2016-2017 % Proficient or Above,Physical Science End of Course 2016-2017 % Proficient or Above,English Language Arts I End of Course 2016-2017 % Proficient or Above,English Language Arts II End of Course 2016-2017 % Proficient or Above,Algebra I End of Course 2016-2017 % Proficient or Above,Geometry End of Course 2016-2017 % Proficient or Above,Integrated Math I End of Course 2016-2017 % Proficient or Above,Integrated Math II End of Course 2016-2017 % Proficient or Above,Biology End of Course 2016-2017 % Proficient or Above,Attendance rate 2016-2017,4-Year Longitudinal Graduation Rate - Class of 2016,5-Year Longitudinal Graduation Rate - Class of 2015,Enrollment,% of Total Enrollment,Watermark
000305,Summit Academy Community School-Warren,000305,Summit Academy Community School-Warren,Trumbull,Region 5,Open,Elementary School,Disadvantaged,15.8,22.2,45.5,16.7,33.3,37.5,37.5,43.8,20.0,46.7,13.3,13.3,33.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.9,NC,NC,111,>95.0,
000305,Summit Academy Community School-Warren,000305,Summit Academy Community School-Warren,Trumbull,Region 5,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000306,Summit Academy Community School - Cincinnati,000306,Summit Academy Community School - Cincinnati,Hamilton,Region 13,Open,Elementary School,Disadvantaged,40.0,20.0,NC,NC,NC,NC,NC,NC,14.3,14.3,7.1,6.7,6.7,29.4,11.8,47.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,89.1,NC,NC,116,>95.0,
000306,Summit Academy Community School - Cincinnati,000306,Summit Academy Community School - Cincinnati,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000311,Bridges Community Academy,000311,Bridges Community Academy,Seneca,Region 7,Open,High School,Disadvantaged,NC,NC,30.0,18.2,63.6,NC,NC,NC,NC,NC,NC,NC,NC,0.0,7.7,14.3,NC,30.8,NC,33.3,18.8,12.5,0.0,NC,NC,NC,92.1,NC,NC,114,80.3,
000311,Bridges Community Academy,000311,Bridges Community Academy,Seneca,Region 7,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,84.6,NC,54.5,50.0,23.1,9.1,NC,NC,63.6,>95.0,NC,NC,28,19.7,
000315,Alexander Jr. / Sr. High School,045906,Alexander Local,Athens,Region 16,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,55.9,44.1,55.9,54.9,56.9,40.0,52.0,55.6,58.2,55.7,NC,67.3,41.1,52.7,32.7,NC,NC,64.0,92.7,94.2,>95.0,318,40.4,
000315,Alexander Jr. / Sr. High School,045906,Alexander Local,Athens,Region 16,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,73.0,82.5,79.4,76.6,76.9,68.3,83.8,81.0,91.2,88.4,NC,90.4,78.7,72.4,74.7,NC,NC,90.7,>95.0,>95.0,>95.0,469,59.5,
000316,Constellation Schools: Westpark Community Middle,000316,Constellation Schools: Westpark Community Middle,Cuyahoga,Region 3,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,68.4,47.4,52.6,43.3,56.7,43.3,52.2,43.5,21.1,63.2,36.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,111,52.6,
000316,Constellation Schools: Westpark Community Middle,000316,Constellation Schools: Westpark Community Middle,Cuyahoga,Region 3,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,88.0,60.0,68.0,63.0,55.6,61.5,47.8,52.2,41.7,62.5,62.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.6,NC,NC,100,47.4,
000318,Menlo Park Academy,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,42,10.4,
000318,Menlo Park Academy,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,High School,NonDisadvantaged,90.0,>95.0,84.8,>95.0,>95.0,89.2,81.6,89.2,91.2,85.7,>95.0,85.7,95.0,68.8,NC,87.5,>95.0,NC,NC,>95.0,NC,94.4,>95.0,NC,NC,>95.0,>95.0,NC,NC,363,89.6,
000319,Constellation Schools: Madison Community Elementary,000319,Constellation Schools: Madison Community Elementary,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,31.6,39.5,32.1,28.6,42.9,27.3,6.1,24.2,37.5,8.3,25.0,37.0,25.9,12.5,16.7,29.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.0,NC,NC,304,>95.0,
000319,Constellation Schools: Madison Community Elementary,000319,Constellation Schools: Madison Community Elementary,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000320,Constellation Schools: Lorain Community Middle,000320,Constellation Schools: Lorain Community Middle,Lorain,Region 2,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,32.4,21.2,42.4,33.3,33.3,40.0,55.6,59.3,56.5,52.2,52.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.9,NC,NC,118,>95.0,
000320,Constellation Schools: Lorain Community Middle,000320,Constellation Schools: Lorain Community Middle,Lorain,Region 2,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000321,Constellation Schools: Old Brooklyn Community Middle,000321,Constellation Schools: Old Brooklyn Community Middle,Cuyahoga,Region 3,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,40.0,24.0,56.0,35.9,35.9,46.2,57.1,60.7,45.5,57.9,63.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.3,NC,NC,114,45.2,
000321,Constellation Schools: Old Brooklyn Community Middle,000321,Constellation Schools: Old Brooklyn Community Middle,Cuyahoga,Region 3,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,86.1,61.1,86.1,51.6,48.4,58.1,40.0,60.0,52.6,85.0,76.3,NC,NC,NC,NC,NC,94.4,NC,NC,NC,NC,>95.0,NC,NC,138,54.8,
000338,Horizon Science Academy Toledo,000338,Horizon Science Academy Toledo,Lucas,Region 1,Open,High School,Disadvantaged,28.1,34.4,27.5,25.0,65.0,27.0,2.7,16.2,27.0,37.8,40.5,12.2,4.0,9.4,15.6,9.4,46.9,72.0,NC,21.7,24.0,6.8,7.7,NC,NC,20.4,92.8,75.6,71.4,568,>95.0,
000338,Horizon Science Academy Toledo,000338,Horizon Science Academy Toledo,Lucas,Region 1,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000342,Youngstown Virtual Academy,045161,Youngstown City,Mahoning,Region 5,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,0.0,NC,NC,NC,NC,90.3,27.3,25.0,35,>95.0,
000342,Youngstown Virtual Academy,045161,Youngstown City,Mahoning,Region 5,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000345,Elmwood Elementary School,050682,Elmwood Local,Wood,Region 1,Open,Elementary School,Disadvantaged,83.3,83.3,61.1,83.3,91.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,95.0,NC,NC,239,45.7,
000345,Elmwood Elementary School,050682,Elmwood Local,Wood,Region 1,Open,Elementary School,NonDisadvantaged,74.4,87.2,80.4,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,284,54.3,
000348,Palm Elementary School,044263,Lorain City,Lorain,Region 2,Open,Elementary School,Disadvantaged,51.1,62.2,37.8,29.7,59.5,36.6,22.0,39.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.2,NC,NC,284,>95.0,
000348,Palm Elementary School,044263,Lorain City,Lorain,Region 2,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,0.0,NC,NC,NC,NC,
000349,Upper Scioto Valley Middle School,047522,Upper Scioto Valley Local,Hardin,Region 6,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,40.0,25.0,25.0,56.3,31.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.9,NC,NC,34,55.7,
000349,Upper Scioto Valley Middle School,047522,Upper Scioto Valley Local,Hardin,Region 6,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,62.5,68.8,14.3,64.3,64.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,95.0,NC,NC,27,44.3,
000350,Granger Elementary School,048496,Highland Local,Medina,Region 8,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,41,8.8,
000350,Granger Elementary School,048496,Highland Local,Medina,Region 8,Open,Elementary School,NonDisadvantaged,85.3,89.7,85.7,>95.0,>95.0,90.6,84.4,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,424,91.4,
000351,Ulysses S. Grant Middle School,044339,Marion City,Marion,Region 7,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,37.6,46.0,38.1,27.8,44.3,17.2,35.9,43.6,NC,NC,NC,>95.0,NC,82.4,NC,NC,NC,93.8,92.8,NC,NC,841,>95.0,
000351,Ulysses S. Grant Middle School,044339,Marion City,Marion,Region 7,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,0.0,NC,NC,NC,NC,
000352,William McKinley Elementary School,044339,Marion City,Marion,Region 7,Open,Elementary School,Disadvantaged,38.7,41.3,27.9,30.9,32.4,30.0,37.3,28.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.6,NC,NC,454,>95.0,
000352,William McKinley Elementary School,044339,Marion City,Marion,Region 7,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,0.0,NC,NC,NC,NC,
000356,Genoa Elementary,048942,Genoa Area Local,Ottawa,Region 1,Open,Elementary School,Disadvantaged,70.0,76.7,62.5,83.3,91.7,76.9,65.4,84.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.8,NC,NC,166,25.4,
000356,Genoa Elementary,048942,Genoa Area Local,Ottawa,Region 1,Open,Elementary School,NonDisadvantaged,84.1,84.1,81.2,87.0,92.8,78.5,70.9,87.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,488,74.6,
000362,Bridges Learning Center,043489,Akron City,Summit,Region 8,Open,Elementary School,Disadvantaged,12.5,6.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,0.0,10.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,90.1,NC,NC,73,>95.0,
000362,Bridges Learning Center,043489,Akron City,Summit,Region 8,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000363,Akron Alternative Academy,043489,Akron City,Summit,Region 8,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,13.3,30.0,NC,11.8,11.1,0.0,0.0,NC,NC,13.3,57.6,2.9,3.6,325,>95.0,
000363,Akron Alternative Academy,043489,Akron City,Summit,Region 8,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000364,Allen East High School,045757,Allen East Local,Allen,Region 6,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,78.8,68.4,NC,38.3,38.9,22.9,62.5,NC,NC,54.1,91.8,80.0,94.1,95,30.3,
000364,Allen East High School,045757,Allen East Local,Allen,Region 6,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,87.0,79.6,NC,65.2,61.8,33.3,75.4,NC,NC,75.0,94.3,>95.0,>95.0,219,69.7,
000382,Crestwood Primary School,049189,Crestwood Local,Portage,Region 8,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.7,NC,NC,145,35.0,
000382,Crestwood Primary School,049189,Crestwood Local,Portage,Region 8,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,95.0,NC,NC,268,64.7,
000383,Crestwood Intermediate School,049189,Crestwood Local,Portage,Region 8,Open,Elementary School,Disadvantaged,55.8,80.4,59.0,88.5,83.6,86.0,66.7,80.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.5,NC,NC,179,42.9,
000383,Crestwood Intermediate School,049189,Crestwood Local,Portage,Region 8,Open,Elementary School,NonDisadvantaged,80.6,>95.0,86.7,>95.0,94.4,85.9,74.4,84.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,238,57.1,
000384,Chieftain Elementary School,044248,Logan-Hocking Local,Hocking,Region 16,Open,Elementary School,Disadvantaged,66.7,87.2,74.3,85.7,80.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.9,NC,NC,201,54.9,
000384,Chieftain Elementary School,044248,Logan-Hocking Local,Hocking,Region 16,Open,Elementary School,NonDisadvantaged,78.4,81.1,91.7,>95.0,91.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,164,44.8,
000385,Hocking Hills Elementary School,044248,Logan-Hocking Local,Hocking,Region 16,Open,Elementary School,Disadvantaged,85.2,66.7,59.1,72.7,72.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,130,71.8,
000385,Hocking Hills Elementary School,044248,Logan-Hocking Local,Hocking,Region 16,Open,Elementary School,NonDisadvantaged,83.3,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,51,28.2,
000387,Central Elementary School,044248,Logan-Hocking Local,Hocking,Region 16,Open,Elementary School,Disadvantaged,84.1,75.0,69.5,94.9,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.2,NC,NC,276,62.9,
000387,Central Elementary School,044248,Logan-Hocking Local,Hocking,Region 16,Open,Elementary School,NonDisadvantaged,90.0,90.0,76.5,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,163,37.1,
000388,Gateway Elementary School,043810,Conneaut Area City,Ashtabula,Region 5,Open,Elementary School,Disadvantaged,53.2,73.1,59.8,72.3,63.9,50.0,45.1,73.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.5,NC,NC,254,67.9,
000388,Gateway Elementary School,043810,Conneaut Area City,Ashtabula,Region 5,Open,Elementary School,NonDisadvantaged,82.6,93.3,66.7,71.4,77.6,64.0,48.0,80.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,121,32.4,
000389,Lakeshore Primary Elementary School,043810,Conneaut Area City,Ashtabula,Region 5,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.8,NC,NC,314,65.7,
000389,Lakeshore Primary Elementary School,043810,Conneaut Area City,Ashtabula,Region 5,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,164,34.3,
000396,Mansfield Elective Academy,000396,Mansfield Elective Academy,Franklin,Region 7,Closed,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,89.1,NC,NC,32,>95.0,
000396,Mansfield Elective Academy,000396,Mansfield Elective Academy,Franklin,Region 7,Closed,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000398,Allen Elementary School,043745,Chillicothe City,Ross,Region 15,Open,Elementary School,Disadvantaged,77.6,83.7,81.1,92.5,>95.0,90.5,81.0,84.1,71.7,73.6,79.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,419,>95.0,
000398,Allen Elementary School,043745,Chillicothe City,Ross,Region 15,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000400,Mapleton Elementary School,045831,Mapleton Local,Ashland,Region 7,Open,Elementary School,Disadvantaged,53.1,43.8,61.8,67.6,91.2,75.7,62.2,91.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.1,NC,NC,186,41.2,
000400,Mapleton Elementary School,045831,Mapleton Local,Ashland,Region 7,Open,Elementary School,NonDisadvantaged,62.2,62.2,63.8,76.6,>95.0,68.6,77.1,88.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,265,58.8,
000406,Allen Elementary School,043711,Canton City,Stark,Region 9,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.2,NC,NC,307,>95.0,
000406,Allen Elementary School,043711,Canton City,Stark,Region 9,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000417,Buckeye On-Line School for Success,000417,Buckeye On-Line School for Success,Columbiana,Region 9,Open,High School,Disadvantaged,66.7,50.0,46.7,33.3,42.9,56.3,25.0,31.3,45.0,25.0,50.0,45.5,22.7,25.0,18.8,20.0,65.7,76.2,NC,52.9,57.1,13.8,19.1,NC,NC,44.4,91.8,46.5,34.6,294,39.7,
000417,Buckeye On-Line School for Success,000417,Buckeye On-Line School for Success,Columbiana,Region 9,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,57.9,26.3,47.4,52.2,34.8,25.0,3.3,42.1,49.5,69.8,NC,56.0,50.9,20.7,18.8,NC,NC,41.7,89.0,65.4,70.5,446,60.2,
000429,Jackson Westview Elementary School,044156,Jackson City,Jackson,Region 16,Open,Elementary School,Disadvantaged,67.7,74.2,59.0,61.5,89.7,79.3,89.7,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.5,NC,NC,213,53.8,
000429,Jackson Westview Elementary School,044156,Jackson City,Jackson,Region 16,Open,Elementary School,NonDisadvantaged,77.8,88.9,87.0,87.0,>95.0,93.1,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,183,46.2,
000435,Eastgate Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,Disadvantaged,34.1,27.9,14.3,10.0,12.0,26.5,14.7,5.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,84.8,NC,NC,318,>95.0,
000435,Eastgate Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000448,Allen East Elementary School,045757,Allen East Local,Allen,Region 6,Open,Elementary School,Disadvantaged,66.7,87.5,63.6,72.7,77.3,90.6,84.4,90.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,166,33.1,
000448,Allen East Elementary School,045757,Allen East Local,Allen,Region 6,Open,Elementary School,NonDisadvantaged,91.8,>95.0,69.4,75.5,85.7,>95.0,92.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,335,66.9,
000450,Manchester High School,000442,Manchester Local,Adams,Region 14,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,45.7,37.1,39.3,46.2,64.3,78.6,91.7,NC,64.7,66.7,61.3,40.0,NC,NC,72.2,93.8,>95.0,>95.0,181,49.3,
000450,Manchester High School,000442,Manchester Local,Adams,Region 14,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,67.6,70.6,48.5,46.2,72.7,70.0,87.9,NC,86.7,68.6,51.6,35.3,NC,NC,54.5,95.0,NC,NC,187,51.0,
000451,Manchester Elementary School,000442,Manchester Local,Adams,Region 14,Open,Elementary School,Disadvantaged,70.0,74.0,69.2,59.0,84.6,61.0,56.1,65.9,60.0,66.7,66.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.7,NC,NC,316,61.0,
000451,Manchester Elementary School,000442,Manchester Local,Adams,Region 14,Open,Elementary School,NonDisadvantaged,77.8,88.9,76.9,88.5,>95.0,83.3,90.0,86.7,69.6,87.0,87.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,202,39.0,
000455,West Elementary,050393,Vinton County Local,Vinton,Region 16,Open,Elementary School,Disadvantaged,70.9,83.6,61.7,91.5,89.4,83.7,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,345,>95.0,
000455,West Elementary,050393,Vinton County Local,Vinton,Region 16,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000463,Alliance High School,043497,Alliance City,Stark,Region 9,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,84.0,78.2,NC,65.4,58.7,43.3,63.0,NC,NC,71.0,91.7,88.6,82.0,830,>95.0,
000463,Alliance High School,043497,Alliance City,Stark,Region 9,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,90.9,NC,NC,
000470,Independence Elementary School,044222,Lima City,Allen,Region 6,Open,Elementary School,Disadvantaged,55.6,63.0,40.7,74.1,55.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.6,NC,NC,350,>95.0,
000470,Independence Elementary School,044222,Lima City,Allen,Region 6,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000471,Sharpsburg Primary,044578,Norwood City,Hamilton,Region 13,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.5,NC,NC,163,67.9,
000471,Sharpsburg Primary,044578,Norwood City,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,77,32.1,
